graph,s,algo,status,wall_ms,took_ms,time_max_rss_kB,time_user_sec,time_sys_sec,time_elapsed,time_pagefaults_major,time_pagefaults_minor,time_voluntary_ctxt,time_involuntary_ctxt,time_exit_status
web-it-2004,36,LOCAL_V4,OK,138915.8,12511.2,194684,138.68,0.16,2:18.85,0,90305,1,416,0
web-it-2004,37,LOCAL_V4,OK,138915.8,12430.9,194288,138.23,0.15,2:18.39,0,90224,1,165,0
web-it-2004,38,LOCAL_V4,OK,138925.7,12343,194144,137.92,0.16,2:18.09,0,90160,1,420,0
web-it-2004,39,LOCAL_V4,OK,138925.8,12316,193936,137.52,0.13,2:17.65,0,90099,1,163,0
web-it-2004,40,LOCAL_V4,OK,138924.2,12191.4,193744,138.39,0.16,2:18.56,0,90041,1,424,0
web-it-2004,41,LOCAL_V4,OK,138924.3,12092.4,193924,138.57,0.17,2:18.75,0,89990,1,166,0
web-it-2004,42,LOCAL_V4,OK,138925.8,12114.6,193792,138.30,0.16,2:18.48,0,89937,1,410,0
web-it-2004,43,LOCAL_V4,OK,138925.8,12151.3,193692,138.13,0.16,2:18.29,0,89881,1,210,0
web-it-2004,44,LOCAL_V4,OK,138916.0,12220,193716,138.05,0.19,2:18.24,0,89825,1,265,0
web-it-2004,45,LOCAL_V4,OK,138916.1,12176.9,193636,138.10,0.16,2:18.27,0,89769,1,320,0
web-it-2004,46,LOCAL_V4,OK,138926.0,12202,193396,138.70,0.17,2:18.88,0,89709,1,293,0
web-it-2004,47,LOCAL_V4,OK,138925.9,12105.8,193236,137.00,0.15,2:17.16,0,89648,1,282,0
web-it-2004,48,LOCAL_V4,OK,138908.6,12034.9,193368,138.24,0.18,2:18.43,0,89584,1,317,0
web-it-2004,49,LOCAL_V4,OK,138908.6,12161.5,193312,138.27,0.14,2:18.42,0,89529,1,170,0
web-it-2004,50,LOCAL_V4,OK,138925.3,12066.4,192876,137.37,0.19,2:17.57,0,89431,1,217,0
web-it-2004,51,LOCAL_V4,OK,138925.5,12076.3,192796,136.86,0.13,2:17.00,0,89366,1,298,0
web-it-2004,52,LOCAL_V4,OK,138926.1,12090.3,192968,138.59,0.18,2:18.78,0,89306,1,200,0
web-it-2004,53,LOCAL_V4,OK,138926.2,12159.9,192808,136.92,0.19,2:17.12,0,89241,1,391,0
web-it-2004,54,LOCAL_V4,OK,138923.6,12055.3,192728,138.64,0.15,2:18.80,0,89174,1,280,0
web-it-2004,55,LOCAL_V4,OK,138923.5,11998.8,192544,137.73,0.15,2:17.89,0,89108,1,330,0
web-it-2004,56,LOCAL_V4,OK,138925.6,11988,192228,138.41,0.17,2:18.60,0,89041,1,354,0
web-it-2004,57,LOCAL_V4,OK,138925.6,11942.9,192220,137.74,0.17,2:17.91,0,88972,1,164,0
web-it-2004,58,LOCAL_V4,OK,138925.1,11944.8,191964,138.09,0.13,2:18.23,0,88906,1,312,0
web-it-2004,59,LOCAL_V4,OK,138925.3,11967.1,191792,137.65,0.15,2:17.81,0,88838,1,402,0
web-it-2004,60,LOCAL_V4,OK,138925.9,12016,191772,138.11,0.17,2:18.29,0,88777,1,203,0
web-it-2004,61,LOCAL_V4,OK,138925.8,11904.6,191656,137.96,0.20,2:18.16,0,88711,1,348,0
web-it-2004,62,LOCAL_V4,OK,138925.7,11966.3,191580,138.14,0.14,2:18.28,0,88643,1,197,0
web-it-2004,63,LOCAL_V4,OK,138925.8,11884,191540,137.60,0.18,2:17.79,0,88584,1,416,0
web-it-2004,64,LOCAL_V4,OK,138916.2,11887.8,191436,138.56,0.15,2:18.71,0,88552,1,184,0
web-it-2004,65,LOCAL_V4,OK,138916.2,11912.2,191528,137.14,0.16,2:17.31,0,88525,1,417,0
web-it-2004,66,LOCAL_V4,OK,138925.7,11932.2,191360,138.39,0.17,2:18.56,0,88503,1,388,0
web-it-2004,67,LOCAL_V4,OK,138925.7,11919.3,191544,137.42,0.12,2:17.55,0,88481,1,200,0
web-it-2004,68,LOCAL_V4,OK,138924.3,11924.3,191496,138.07,0.16,2:18.24,0,88454,1,164,0
web-it-2004,69,LOCAL_V4,OK,138924.2,11917,191512,137.09,0.17,2:17.28,0,88435,1,422,0
web-it-2004,70,LOCAL_V4,OK,138925.9,11876.1,191436,137.74,0.15,2:17.91,0,88415,1,261,0
web-it-2004,71,LOCAL_V4,OK,138925.9,11866.8,191456,137.76,0.14,2:17.91,0,88390,1,288,0
web-it-2004,72,LOCAL_V4,OK,138916.1,11860,191380,137.90,0.20,2:18.11,0,88370,1,165,0
web-it-2004,73,LOCAL_V4,OK,138916.2,11885.2,191492,137.77,0.23,2:18.02,0,88351,1,392,0
web-it-2004,74,LOCAL_V4,OK,138926.3,11882.9,191276,138.46,0.13,2:18.61,0,88324,1,231,0
web-it-2004,75,LOCAL_V4,OK,138926.2,11849.1,191512,137.86,0.20,2:18.07,0,88300,1,292,0
web-it-2004,76,LOCAL_V4,OK,138908.2,11913.9,191604,136.63,0.16,2:16.79,0,88280,1,246,0
web-it-2004,77,LOCAL_V4,OK,138908.3,11847.1,191576,138.12,0.17,2:18.30,0,88252,1,267,0
web-it-2004,78,LOCAL_V4,OK,138926.3,11804,191532,137.95,0.13,2:18.09,0,88231,1,327,0
web-it-2004,79,LOCAL_V4,OK,138926.3,11847,191384,137.85,0.17,2:18.03,0,88205,1,166,0
web-it-2004,80,LOCAL_V4,OK,138914.0,11778,191460,138.17,0.17,2:18.36,0,88184,1,347,0
web-it-2004,81,LOCAL_V4,OK,138913.9,11789.2,191620,137.04,0.18,2:17.23,0,88158,1,172,0
web-it-2004,82,LOCAL_V4,OK,138925.7,11750.4,191488,138.06,0.19,2:18.26,0,88136,1,357,0
web-it-2004,83,LOCAL_V4,OK,138925.6,11769.3,191500,137.45,0.18,2:17.64,0,88109,1,190,0
web-it-2004,84,LOCAL_V4,OK,138911.2,11738.7,191440,137.88,0.17,2:18.06,0,88084,1,249,0
web-it-2004,85,LOCAL_V4,OK,138911.4,11801.4,191396,136.51,0.16,2:16.67,0,88058,1,355,0
web-it-2004,86,LOCAL_V4,OK,138925.8,11766,191540,137.71,0.17,2:17.89,0,88036,1,275,0
web-it-2004,87,LOCAL_V4,OK,138925.8,11769.5,191504,137.88,0.19,2:18.08,0,88011,1,304,0
web-it-2004,88,LOCAL_V4,OK,138925.6,11758.5,191532,137.71,0.18,2:17.90,0,87985,1,165,0
web-it-2004,89,LOCAL_V4,OK,138925.9,11753.6,191396,138.08,0.15,2:18.25,0,87958,1,355,0
web-it-2004,90,LOCAL_V4,OK,138926.4,11717.9,191456,137.77,0.16,2:17.94,0,87930,1,245,0
web-it-2004,91,LOCAL_V4,OK,138926.3,11690.4,191544,136.44,0.18,2:16.64,0,87906,1,319,0
web-it-2004,92,LOCAL_V4,OK,138926.3,11703.7,191492,138.14,0.15,2:18.30,0,87876,1,250,0
web-it-2004,93,LOCAL_V4,OK,138926.2,11667.8,191372,137.32,0.14,2:17.47,0,87848,1,325,0
web-it-2004,94,LOCAL_V4,OK,138926.2,11664.4,191396,138.08,0.15,2:18.24,0,87820,1,270,0
web-it-2004,95,LOCAL_V4,OK,138926.0,11711.2,191576,136.62,0.17,2:16.80,0,87800,1,327,0
web-it-2004,96,LOCAL_V4,OK,138926.0,11647.3,191452,137.80,0.15,2:17.97,0,87769,1,430,0
web-it-2004,97,LOCAL_V4,OK,138926.2,11682.2,191532,136.92,0.14,2:17.07,0,87740,1,209,0
web-it-2004,98,LOCAL_V4,OK,138926.4,11658.2,191512,137.72,0.18,2:17.91,0,87711,1,334,0
web-it-2004,99,LOCAL_V4,OK,138926.5,11646.8,191648,137.66,0.14,2:17.81,0,87678,1,253,0
web-it-2004,100,LOCAL_V4,OK,138926.4,11622,191544,137.80,0.17,2:17.99,0,87653,1,325,0
web-it-2004,101,LOCAL_V4,OK,138926.5,11602.3,191472,137.84,0.18,2:18.03,0,87623,1,285,0
web-it-2004,102,LOCAL_V4,OK,138926.5,11698.3,191468,137.75,0.18,2:17.93,0,87589,1,184,0
web-it-2004,103,LOCAL_V4,OK,138926.6,11647.2,191416,136.51,0.17,2:16.69,0,87564,1,324,0
web-it-2004,104,LOCAL_V4,OK,138926.3,11617.3,191536,138.51,0.16,2:18.68,0,87536,1,184,0
web-it-2004,105,LOCAL_V4,OK,138926.1,11582.8,191496,136.76,0.17,2:16.93,0,87503,1,288,0
web-it-2004,106,LOCAL_V4,OK,138926.2,11515.4,191412,138.22,0.14,2:18.37,0,87470,1,232,0
web-it-2004,107,LOCAL_V4,OK,138926.3,11572.1,191576,136.90,0.13,2:17.03,0,87441,1,285,0
web-it-2004,108,LOCAL_V4,OK,138926.4,11538.2,191628,136.75,0.18,2:16.94,0,87410,1,371,0
web-it-2004,109,LOCAL_V4,OK,138926.3,11533.3,191388,137.40,0.19,2:17.59,0,87375,1,176,0
web-it-2004,110,LOCAL_V4,OK,138922.4,11523.5,191636,138.01,0.15,2:18.17,0,87347,1,252,0
web-it-2004,111,LOCAL_V4,OK,138922.6,11516.6,191464,137.62,0.21,2:17.84,0,87312,1,401,0
web-it-2004,112,LOCAL_V4,OK,138925.7,11454,191560,137.11,0.15,2:17.27,0,87283,1,203,0
web-it-2004,113,LOCAL_V4,OK,138925.6,11454.7,191520,136.95,0.13,2:17.09,0,87245,1,362,0
web-it-2004,114,LOCAL_V4,OK,138918.5,11478.5,191576,136.38,0.13,2:16.52,0,87217,1,186,0
web-it-2004,115,LOCAL_V4,OK,138916.8,11486.2,191596,137.69,0.19,2:17.89,0,87184,1,420,0
web-it-2004,116,LOCAL_V4,OK,138924.3,11410,191616,138.13,0.14,2:18.28,0,87150,1,166,0
web-it-2004,117,LOCAL_V4,OK,138926.3,11441.3,191488,137.34,0.13,2:17.48,0,87114,1,306,0
web-it-2004,118,LOCAL_V4,OK,138926.2,11420,191400,137.91,0.15,2:18.07,0,87083,1,374,0
web-it-2004,119,LOCAL_V4,OK,138926.3,11391.6,191600,136.21,0.12,2:16.34,0,87048,1,249,0
web-it-2004,120,LOCAL_V4,OK,138926.3,11341.8,191528,137.83,0.14,2:17.98,0,87012,1,198,0
web-it-2004,121,LOCAL_V4,OK,138926.5,11339.3,191540,137.48,0.14,2:17.64,0,86973,2,463,0
web-it-2004,122,LOCAL_V4,OK,138926.4,11340.3,191488,137.51,0.15,2:17.67,0,86943,1,164,0
web-it-2004,123,LOCAL_V4,OK,138926.3,11341.2,191536,138.41,0.13,2:18.55,0,86905,1,442,0
web-it-2004,124,LOCAL_V4,OK,138926.2,11275.8,191296,137.38,0.17,2:17.57,0,86870,1,166,0
web-it-2004,125,LOCAL_V4,OK,138926.2,11293.3,191368,136.98,0.21,2:17.20,0,86835,1,398,0
web-it-2004,126,LOCAL_V4,OK,138923.3,11232.6,191452,138.38,0.14,2:18.52,0,86799,1,179,0
web-it-2004,127,LOCAL_V4,OK,138923.2,11277,191408,136.96,0.19,2:17.16,0,86763,1,484,0
web-it-2004,128,LOCAL_V4,OK,138925.7,11217.8,191336,138.41,0.13,2:18.55,0,86726,1,237,0
web-it-2004,129,LOCAL_V4,OK,138925.8,11333,191448,137.73,0.12,2:17.85,0,86687,1,198,0
web-it-2004,130,LOCAL_V4,OK,138916.9,11215.7,191440,137.83,0.17,2:18.00,0,86653,1,219,0
web-it-2004,131,LOCAL_V4,OK,138917.1,11213.8,191580,137.58,0.13,2:17.72,0,86615,1,247,0
web-it-2004,132,LOCAL_V4,OK,141942.0,11189.7,191328,139.49,0.16,2:19.65,0,86576,1,278,0
web-it-2004,133,LOCAL_V4,OK,138926.3,11218,191440,136.23,0.16,2:16.41,0,86533,1,295,0
web-it-2004,134,LOCAL_V4,OK,138926.4,11178.2,191472,137.41,0.17,2:17.60,0,86498,1,304,0
web-it-2004,135,LOCAL_V4,OK,138926.4,11094.6,191592,137.87,0.16,2:18.04,0,86464,1,179,0
web-it-2004,136,LOCAL_V4,OK,138922.3,11138,191512,137.35,0.17,2:17.53,0,86420,1,384,0
web-it-2004,137,LOCAL_V4,OK,138922.2,11116.4,191656,136.81,0.15,2:16.97,0,86389,1,169,0
web-it-2004,138,LOCAL_V4,OK,138925.7,11053.2,191572,137.47,0.21,2:17.69,0,86350,1,279,0
web-it-2004,139,LOCAL_V4,OK,138925.8,11054.1,191568,137.20,0.17,2:17.37,0,86310,1,216,0
web-it-2004,140,LOCAL_V4,OK,138925.0,11018.3,191572,137.53,0.14,2:17.68,0,86274,1,234,0
web-it-2004,141,LOCAL_V4,OK,138924.9,11004.2,191528,137.01,0.19,2:17.20,0,86229,1,264,0
web-it-2004,142,LOCAL_V4,OK,138925.6,10978.2,191652,137.40,0.13,2:17.54,0,86193,1,245,0
web-it-2004,143,LOCAL_V4,OK,138925.8,10947.4,187528,136.48,0.18,2:16.67,0,80003,1,293,0
web-it-2004,144,LOCAL_V4,OK,138925.8,10933.2,187540,137.96,0.15,2:18.12,0,79965,1,202,0
web-it-2004,145,LOCAL_V4,OK,138925.7,10923.9,187636,137.27,0.15,2:17.44,0,79923,1,322,0
web-it-2004,146,LOCAL_V4,OK,138916.5,10950,187452,137.05,0.17,2:17.23,0,79886,1,166,0
web-it-2004,147,LOCAL_V4,OK,138916.4,10871.8,186980,136.22,0.15,2:16.38,0,79829,1,363,0
web-it-2004,148,LOCAL_V4,OK,138925.8,10845.6,186976,137.42,0.17,2:17.60,0,79787,1,165,0
web-it-2004,149,LOCAL_V4,OK,138925.7,10891.7,186920,136.99,0.14,2:17.14,0,79748,1,423,0
web-it-2004,150,LOCAL_V4,OK,138924.3,10799.5,187100,137.57,0.17,2:17.74,0,79708,1,207,0
web-it-2004,151,LOCAL_V4,OK,138924.3,10768.3,186856,137.20,0.13,2:17.34,0,79662,1,344,0
web-it-2004,152,LOCAL_V4,OK,135910.0,10759.1,186536,135.62,0.17,2:15.79,0,79620,1,173,0
web-it-2004,153,LOCAL_V4,OK,138925.8,10707.6,186776,137.25,0.13,2:17.39,0,79576,1,409,0
web-it-2004,154,LOCAL_V4,OK,135900.6,10669.6,186816,135.56,0.14,2:15.70,0,79539,1,163,0
web-it-2004,155,LOCAL_V4,OK,138916.3,10675.3,186600,136.27,0.13,2:16.42,0,79495,1,461,0
web-it-2004,156,LOCAL_V4,OK,138921.0,10645,186544,137.49,0.12,2:17.62,0,79450,1,294,0
web-it-2004,157,LOCAL_V4,OK,138921.0,10627.8,186572,136.72,0.17,2:16.90,0,79410,1,335,0
web-it-2004,158,LOCAL_V4,OK,138913.5,10628.4,186360,136.94,0.15,2:17.10,0,79363,1,165,0
web-it-2004,159,LOCAL_V4,OK,138913.5,10556.3,186456,136.65,0.17,2:16.83,0,79322,1,419,0
web-it-2004,160,LOCAL_V4,OK,138926.1,10629.8,186332,137.44,0.15,2:17.60,0,79278,1,273,0
web-it-2004,161,LOCAL_V4,OK,138926.0,10532.5,186276,136.31,0.15,2:16.47,0,79232,1,163,0
web-it-2004,162,LOCAL_V4,OK,138925.1,10506.9,186156,137.05,0.28,2:17.34,0,116198,1,312,0
web-it-2004,163,LOCAL_V4,OK,135909.6,10464.3,186092,135.54,0.15,2:15.70,0,79144,1,359,0
web-it-2004,164,LOCAL_V4,OK,138924.0,10436.7,186088,137.19,0.17,2:17.38,0,79097,1,384,0
web-it-2004,165,LOCAL_V4,OK,138924.0,10430.8,185948,136.76,0.15,2:16.92,0,79053,1,201,0
web-it-2004,166,LOCAL_V4,OK,135910.1,10402.3,185724,135.56,0.18,2:15.75,0,79005,1,163,0
web-it-2004,167,LOCAL_V4,OK,138925.7,10305.2,185980,136.66,0.17,2:16.85,0,78962,1,411,0
web-it-2004,168,LOCAL_V4,OK,138925.0,10330.4,185824,136.33,0.15,2:16.49,0,78919,1,164,0
web-it-2004,169,LOCAL_V4,OK,138925.0,10343.8,185512,136.53,0.19,2:16.73,0,78868,1,388,0
web-it-2004,170,LOCAL_V4,OK,138925.6,10252.6,185640,136.46,0.13,2:16.60,0,78822,1,164,0
web-it-2004,171,LOCAL_V4,OK,138925.5,10197.7,185476,136.48,0.17,2:16.66,0,78772,1,418,0
web-it-2004,172,LOCAL_V4,OK,135910.1,10238.3,185384,135.30,0.11,2:15.42,0,78727,1,227,0
web-it-2004,173,LOCAL_V4,OK,138925.8,10168.9,185208,136.45,0.14,2:16.60,0,78677,1,254,0
web-it-2004,174,LOCAL_V4,OK,138916.7,10106.9,185312,136.56,0.15,2:16.71,0,78630,1,290,0
web-it-2004,175,LOCAL_V4,OK,138916.6,10095.7,185292,136.61,0.16,2:16.78,0,78584,1,245,0
web-it-2004,176,LOCAL_V4,OK,138925.8,10074.3,185212,136.45,0.15,2:16.61,0,78534,1,251,0
web-it-2004,177,LOCAL_V4,OK,135910.2,10005.9,185220,135.59,0.13,2:15.73,0,78485,1,282,0
web-it-2004,178,LOCAL_V4,OK,135908.5,10011,185068,135.70,0.13,2:15.84,0,78437,1,294,0
web-it-2004,179,LOCAL_V4,OK,138923.9,9978.34,184868,136.20,0.16,2:16.37,0,78386,1,264,0
web-it-2004,180,LOCAL_V4,OK,135910.1,9932.1,184676,135.73,0.16,2:15.89,0,78337,1,163,0
web-it-2004,181,LOCAL_V4,OK,138925.7,9965.04,184764,136.31,0.16,2:16.48,0,78291,1,341,0
web-it-2004,182,LOCAL_V4,OK,138916.2,9899.61,184612,135.94,0.15,2:16.10,0,78238,1,163,0
