meta	phase	duration_ms	rss_kb	delta_rss_kb	component_bytes
graph=web-it-2004,r=1,s=100,algo=ref,run=2	REF_initSupports	8.2604	213312	0	4074712
graph=web-it-2004,r=1,s=100,algo=ref,run=2	REF_heapBuild	16.5512	227360	14048	14652964
graph=web-it-2004,r=1,s=100,algo=ref,run=2	REF_peel_loop	135.848	302864	75504	0
graph=web-it-2004,r=1,s=100,algo=ref,run=2	dispatch_total	4.91087	227492	-75372	0
graph=web-it-2004,r=1,s=200,algo=ours,run=0	loadAndSort	3416.21	142252	140128	0
graph=web-it-2004,r=1,s=200,algo=ours,run=0	buildSDCT	113825	175880	33628	129648
graph=web-it-2004,r=1,s=200,algo=ours,run=0	preMutation	0.288935	175880	0	0
graph=web-it-2004,r=1,s=200,algo=ours,run=0	prepareGraph	82.6434	162304	-13576	0
graph=web-it-2004,r=1,s=200,algo=ours,run=0	dispatch_total	25.6301	182688	20384	0
graph=web-it-2004,r=1,s=200,algo=ours,run=1	loadAndSort	3403.95	142116	139960	0
graph=web-it-2004,r=1,s=200,algo=ours,run=1	buildSDCT	108198	175740	33624	129648
graph=web-it-2004,r=1,s=200,algo=ours,run=1	preMutation	0.298264	175740	0	0
graph=web-it-2004,r=1,s=200,algo=ours,run=1	prepareGraph	82.6655	162164	-13576	0
graph=web-it-2004,r=1,s=200,algo=ours,run=1	dispatch_total	26.0785	182548	20384	0
graph=web-it-2004,r=1,s=200,algo=ours,run=2	loadAndSort	3439.24	142200	140064	0
graph=web-it-2004,r=1,s=200,algo=ours,run=2	buildSDCT	116994	175824	33624	129648
graph=web-it-2004,r=1,s=200,algo=ours,run=2	preMutation	0.296311	175824	0	0
graph=web-it-2004,r=1,s=200,algo=ours,run=2	prepareGraph	82.3723	162248	-13576	0
graph=web-it-2004,r=1,s=200,algo=ours,run=2	dispatch_total	26.2191	182572	20324	0
graph=web-it-2004,r=1,s=200,algo=ref,run=0	loadAndSort	3402.82	142280	140168	0
graph=web-it-2004,r=1,s=200,algo=ref,run=0	buildSDCT	107369	203644	61364	129648
graph=web-it-2004,r=1,s=200,algo=ref,run=0	preMutation	0.221139	203644	0	0
graph=web-it-2004,r=1,s=200,algo=ref,run=0	prepareGraph	82.4273	190188	-13456	0
graph=web-it-2004,r=1,s=200,algo=ref,run=0	REF_initSupports	5.33738	190188	0	4074712
graph=web-it-2004,r=1,s=200,algo=ref,run=0	REF_heapBuild	17.1044	204236	14048	14455936
graph=web-it-2004,r=1,s=200,algo=ref,run=0	REF_peel_loop	108.331	279740	75504	0
graph=web-it-2004,r=1,s=200,algo=ref,run=0	dispatch_total	4.21679	204372	-75368	0
graph=web-it-2004,r=1,s=200,algo=ref,run=1	loadAndSort	3406.13	142084	139948	0
graph=web-it-2004,r=1,s=200,algo=ref,run=1	buildSDCT	107844	203448	61364	129648
graph=web-it-2004,r=1,s=200,algo=ref,run=1	preMutation	0.221187	203448	0	0
graph=web-it-2004,r=1,s=200,algo=ref,run=1	prepareGraph	82.1512	190056	-13392	0
graph=web-it-2004,r=1,s=200,algo=ref,run=1	REF_initSupports	5.46846	190056	0	4074712
graph=web-it-2004,r=1,s=200,algo=ref,run=1	REF_heapBuild	15.8738	204044	13988	14455936
graph=web-it-2004,r=1,s=200,algo=ref,run=1	REF_peel_loop	108.455	279548	75504	0
graph=web-it-2004,r=1,s=200,algo=ref,run=1	dispatch_total	4.17662	204176	-75372	0
graph=web-it-2004,r=1,s=200,algo=ref,run=2	loadAndSort	3419.59	142208	140072	0
graph=web-it-2004,r=1,s=200,algo=ref,run=2	buildSDCT	107495	203572	61364	129648
graph=web-it-2004,r=1,s=200,algo=ref,run=2	preMutation	0.220877	203572	0	0
graph=web-it-2004,r=1,s=200,algo=ref,run=2	prepareGraph	82.8797	190180	-13392	0
graph=web-it-2004,r=1,s=200,algo=ref,run=2	REF_initSupports	5.37566	190180	0	4074712
graph=web-it-2004,r=1,s=200,algo=ref,run=2	REF_heapBuild	15.856	204168	13988	14455936
graph=web-it-2004,r=1,s=200,algo=ref,run=2	REF_peel_loop	108.822	279672	75504	0
graph=web-it-2004,r=1,s=200,algo=ref,run=2	dispatch_total	4.18192	204300	-75372	0
graph=web-it-2004,r=1,s=400,algo=ours,run=0	loadAndSort	3394.84	142332	140144	0
graph=web-it-2004,r=1,s=400,algo=ours,run=0	buildSDCT	7882.79	142596	264	3120
graph=web-it-2004,r=1,s=400,algo=ours,run=0	preMutation	0.079969	142596	0	0
graph=web-it-2004,r=1,s=400,algo=ours,run=0	prepareGraph	82.2885	129020	-13576	0
graph=web-it-2004,r=1,s=400,algo=ours,run=0	dispatch_total	4.73092	132976	3956	0
graph=web-it-2004,r=1,s=400,algo=ours,run=1	loadAndSort	3408.61	142124	139952	0
graph=web-it-2004,r=1,s=400,algo=ours,run=1	buildSDCT	7849.58	142452	328	3120
graph=web-it-2004,r=1,s=400,algo=ours,run=1	preMutation	0.079292	142452	0	0
graph=web-it-2004,r=1,s=400,algo=ours,run=1	prepareGraph	82.4424	128876	-13576	0
graph=web-it-2004,r=1,s=400,algo=ours,run=1	dispatch_total	4.48382	132892	4016	0
graph=web-it-2004,r=1,s=400,algo=ours,run=2	loadAndSort	3695.12	142132	139920	0
graph=web-it-2004,r=1,s=400,algo=ours,run=2	buildSDCT	7772.02	142524	392	3120
graph=web-it-2004,r=1,s=400,algo=ours,run=2	preMutation	0.084211	142524	0	0
graph=web-it-2004,r=1,s=400,algo=ours,run=2	prepareGraph	82.4972	128948	-13576	0
graph=web-it-2004,r=1,s=400,algo=ours,run=2	dispatch_total	4.6043	132964	4016	0
graph=web-it-2004,r=1,s=400,algo=ref,run=0	loadAndSort	3415.68	142276	140136	0
graph=web-it-2004,r=1,s=400,algo=ref,run=0	buildSDCT	7851.35	170316	28040	3120
graph=web-it-2004,r=1,s=400,algo=ref,run=0	preMutation	0.089643	170316	0	0
graph=web-it-2004,r=1,s=400,algo=ref,run=0	prepareGraph	82.308	156816	-13500	0
graph=web-it-2004,r=1,s=400,algo=ref,run=0	REF_initSupports	0.570577	156816	0	4074712
graph=web-it-2004,r=1,s=400,algo=ref,run=0	REF_heapBuild	12.3968	160772	3956	14266144
graph=web-it-2004,r=1,s=400,algo=ref,run=0	REF_peel_loop	62.7372	232316	71544	0
graph=web-it-2004,r=1,s=400,algo=ref,run=0	dispatch_total	3.61569	160928	-71388	0
graph=web-it-2004,r=1,s=400,algo=ref,run=1	loadAndSort	3368.32	142208	140084	0
graph=web-it-2004,r=1,s=400,algo=ref,run=1	buildSDCT	7753.42	170248	28040	3120
graph=web-it-2004,r=1,s=400,algo=ref,run=1	preMutation	0.085879	170248	0	0
graph=web-it-2004,r=1,s=400,algo=ref,run=1	prepareGraph	82.048	156876	-13372	0
graph=web-it-2004,r=1,s=400,algo=ref,run=1	REF_initSupports	0.557216	156876	0	4074712
graph=web-it-2004,r=1,s=400,algo=ref,run=1	REF_heapBuild	12.235	160832	3956	14266144
graph=web-it-2004,r=1,s=400,algo=ref,run=1	REF_peel_loop	62.3633	232376	71544	0
graph=web-it-2004,r=1,s=400,algo=ref,run=1	dispatch_total	3.64734	160988	-71388	0
graph=web-it-2004,r=1,s=400,algo=ref,run=2	loadAndSort	3365.28	142244	140064	0
graph=web-it-2004,r=1,s=400,algo=ref,run=2	buildSDCT	7833.94	170284	28040	3120
graph=web-it-2004,r=1,s=400,algo=ref,run=2	preMutation	0.079344	170284	0	0
graph=web-it-2004,r=1,s=400,algo=ref,run=2	prepareGraph	82.3204	156916	-13368	0
graph=web-it-2004,r=1,s=400,algo=ref,run=2	REF_initSupports	0.56827	156916	0	4074712
graph=web-it-2004,r=1,s=400,algo=ref,run=2	REF_heapBuild	12.3915	160872	3956	14266144
graph=web-it-2004,r=1,s=400,algo=ref,run=2	REF_peel_loop	63.4775	232416	71544	0
graph=web-it-2004,r=1,s=400,algo=ref,run=2	dispatch_total	3.58136	161028	-71388	0
