graph,r,s,regions,tuples,rn_mce_s,rn_support_s,rn_total_s,rn_verify,cpi_sdct_s,cpi_mcenum_s,cpi_count_s,cpi_pathinfo_s,cpi_total_s,speedup
dblp-core30,3,4,68,768,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,5,62,752,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,6,58,579,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,7,52,364,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,8,50,351,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,9,48,346,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,10,48,346,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,11,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,12,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,13,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,14,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,15,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,16,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,17,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,18,47,344,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,19,47,344,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,3,20,47,344,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,5,62,1864,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,6,58,1257,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,7,52,700,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,8,50,689,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,9,48,683,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,10,48,683,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,11,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,12,47,681,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,13,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,14,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,15,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,16,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,17,47,681,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,18,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,19,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,4,20,47,681,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,6,58,2301,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,7,52,1197,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,8,50,1189,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,9,48,1182,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,10,48,1182,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,11,47,1180,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,12,47,1180,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,13,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,14,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,15,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,16,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,17,47,1180,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,18,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,19,47,1180,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,5,20,47,1180,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,7,52,1896,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,8,50,1893,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,9,48,1885,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,10,48,1885,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,11,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,12,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,13,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,14,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,15,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,16,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,17,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,18,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,19,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,6,20,47,1883,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,8,50,2840,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,9,48,2832,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,10,48,2832,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,11,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,12,47,2830,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,13,47,2830,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,14,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,15,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,16,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,17,47,2830,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,18,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,19,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,7,20,47,2830,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,9,48,4050,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,10,48,4050,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,11,47,4048,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,12,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,13,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,14,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,15,47,4048,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,16,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,17,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,18,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,19,47,4048,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
dblp-core30,8,20,47,4048,0.03,0.0,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,4,905,4192,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,5,311,3573,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,6,129,2750,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,7,77,1904,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,8,49,1371,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,9,36,577,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,10,27,138,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,11,23,50,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,12,22,49,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,13,18,35,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,14,16,11,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,15,15,11,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,16,14,11,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,17,13,11,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,18,13,11,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,19,11,11,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,3,20,11,11,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,5,311,18924,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,6,129,13574,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,7,77,8098,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,8,49,5539,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,9,36,1812,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,10,27,280,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,11,23,70,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,12,22,69,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,13,18,46,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,14,16,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,15,15,12,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,16,14,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,17,13,12,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,18,13,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,19,11,12,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,4,20,11,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,6,129,56302,0.02,0.01,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,7,77,28658,0.02,0.01,0.03,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,8,49,18290,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,9,36,4654,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,10,27,481,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,11,23,88,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,12,22,87,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,13,18,55,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,14,16,12,0.01,0.0,0.01,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,15,15,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,16,14,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
ca-GrQc,5,17,13,12,0.02,0.0,0.02,?,-0.001,-0.001,-0.001,-0.001,-1,-1
